supergrupo,Año,Ubicación,Detalle,Nombre grupo,ANIO,Color
Comandos Populares,01/01/1992,"8.101347, -76.718757","<p>En 1991 cerca de 2.200 integrantes del Ejército Popular de Liberación, Epl, se desmovilizaron y crearon el movimiento político Esperanza Paz y Libertad. Sus miembros, conocidos como ‘Esperanzados’, fueron señalados como “traidores”, perseguidos y asesinados por una coalición de guerrilleros de las Farc y un grupo de cerca de 100 disidentes del Epl bajo el mando de Francisco Caraballo, uno de los fundadores del Epl en Urabá. En retaliación a estos ataques, en 1992 algunos ‘Esperanzados’ se rearmaron y conformaron los Comandos Populares. </p>


<p>Esperanza Paz y Libertad se presentó como el principal contendor electoral de la Unión Patriótica, UP, un partido de izquierda creado en 1985 como resultado de las conversaciones entre el gobierno de Belisario Betancur y las Farc. </p>
",Comandos Populares,1992,p_blue
Comandos Populares,01/01/1992,"7.657883, -76.663825","<p>En 1991 cerca de 2.200 integrantes del Ejército Popular de Liberación, Epl, se desmovilizaron y crearon el movimiento político Esperanza Paz y Libertad. Sus miembros, conocidos como ‘Esperanzados’, fueron señalados como “traidores”, perseguidos y asesinados por una coalición de guerrilleros de las Farc y un grupo de cerca de 100 disidentes del Epl bajo el mando de Francisco Caraballo, uno de los fundadores del Epl en Urabá. En retaliación a estos ataques, en 1992 algunos ‘Esperanzados’ se rearmaron y conformaron los Comandos Populares. </p>


<p>Esperanza Paz y Libertad se presentó como el principal contendor electoral de la Unión Patriótica, UP, un partido de izquierda creado en 1985 como resultado de las conversaciones entre el gobierno de Belisario Betancur y las Farc. </p>
",Comandos Populares,1992,p_blue
Comandos Populares,01/01/1993,"8.101347, -76.718757","<p>En medio de la guerra con las Farc y los disidentes del Epl bajo el mando de Francisco Caraballo, los Comandos Populares se aliaron con Fidel Castaño, quien había enviado a sus paramilitares a la región desde 1988 para perpetrar masacres en lugares como San Pedro de Urabá y Turbo. Los hermanos Castaño financiaron y colaboraron con ellos en masacres y asesinatos selectivos, especialmente contra miembros del Partido Comunista y de la Unión Patriótica. </p>


<p>Carmen Palencia, para ese entonces una líder de ‘Los Esperanzados’, relató que en esta guerra por el dominio del territorio era fundamental el control de los sindicatos. Hasta la desmovilización del Epl, las dos guerrillas tuvieron un acuerdo de no agresión a la hora de dividirse la influencia sobre las bases sindicales. Este acuerdo de tranquilidad ayudó a ambas partes a identificar en cuáles fincas se asentaban los líderes cercanos a cada grupo, información que determinó la decisión de perpetrar una u otra masacre cuando el conflicto se agudizó. </p>


<p>El 9 de diciembre de 1993, una decena de integrantes de los Comandos Populares asesinaron a 12 personas en la finca Los Cativos, ubicada en el corregimiento de Riogrande en Turbo. Las víctimas, quienes fueron fusiladas boca abajo, eran trabajadores bananeros integrantes del Sindicato Nacional de Trabajadores de la Industria Agropecuaria, Sintrainagro, y simpatizantes del Partido Comunista. </p>
",Comandos Populares,1993,p_blue
Comandos Populares,01/01/1993,"7.657883, -76.663825","<p>En medio de la guerra con las Farc y los disidentes del Epl bajo el mando de Francisco Caraballo, los Comandos Populares se aliaron con Fidel Castaño, quien había enviado a sus paramilitares a la región desde 1988 para perpetrar masacres en lugares como San Pedro de Urabá y Turbo. Los hermanos Castaño financiaron y colaboraron con ellos en masacres y asesinatos selectivos, especialmente contra miembros del Partido Comunista y de la Unión Patriótica. </p>


<p>Carmen Palencia, para ese entonces una líder de ‘Los Esperanzados’, relató que en esta guerra por el dominio del territorio era fundamental el control de los sindicatos. Hasta la desmovilización del Epl, las dos guerrillas tuvieron un acuerdo de no agresión a la hora de dividirse la influencia sobre las bases sindicales. Este acuerdo de tranquilidad ayudó a ambas partes a identificar en cuáles fincas se asentaban los líderes cercanos a cada grupo, información que determinó la decisión de perpetrar una u otra masacre cuando el conflicto se agudizó. </p>


<p>El 9 de diciembre de 1993, una decena de integrantes de los Comandos Populares asesinaron a 12 personas en la finca Los Cativos, ubicada en el corregimiento de Riogrande en Turbo. Las víctimas, quienes fueron fusiladas boca abajo, eran trabajadores bananeros integrantes del Sindicato Nacional de Trabajadores de la Industria Agropecuaria, Sintrainagro, y simpatizantes del Partido Comunista. </p>
",Comandos Populares,1993,p_blue
Comandos Populares,01/01/1994,"7.657883, -76.663825","<p>Después de la muerte de Fidel Castaño, en enero de 1994, sus hermanos Carlos y Vicente tomaron el control del grupo paramilitar y en Urabá continuaron con la alianza con los Comandos Populares. Junto a ellos perpetraron asesinatos selectivos y masacres, en especial contra afiliados de los movimientos políticos Unión Patriótica y Partido Comunista. </p>


Según habitantes del Urabá, el abandono del Estado en la región era total para esa época y los grupos armados ilegales eran la ley de las comunidades. Sin embargo, el terror que los ‘paras’ sembraron cuando llegaron no tuvo comparación con algo que hubieran vivido antes. </p>


<p>Poco después de la muerte de Fidel, el 23 de enero de 1994 guerrilleros de las Farc, acompañados por un grupo de disidentes del Epl, cometieron una masacre en el barrio La Chinita de Apartadó, donde asesinaron a 35 personas. Algunas víctimas, conocidas como ‘Esperanzados’, militaban en Esperanza, Paz y Libertad. A partir de ahí, cuando la guerrilla cometía una masacre en una finca bananera de influencia política de los ‘Esperanzados’, las autodefensas respondían con otra en un predio de influencia de las Farc. Así se perpetraron matanzas como las de El Aracatazo, Los Kunas y Bajo del Oso durante el siguiente año. </p>
",Comandos Populares,1994,p_blue
Comandos Populares,01/01/1994,"8.101347, -76.718757","<p>Después de la muerte de Fidel Castaño, en enero de 1994, sus hermanos Carlos y Vicente tomaron el control del grupo paramilitar y en Urabá continuaron con la alianza con los Comandos Populares. Junto a ellos perpetraron asesinatos selectivos y masacres, en especial contra afiliados de los movimientos políticos Unión Patriótica y Partido Comunista. </p>


Según habitantes del Urabá, el abandono del Estado en la región era total para esa época y los grupos armados ilegales eran la ley de las comunidades. Sin embargo, el terror que los ‘paras’ sembraron cuando llegaron no tuvo comparación con algo que hubieran vivido antes. </p>


<p>Poco después de la muerte de Fidel, el 23 de enero de 1994 guerrilleros de las Farc, acompañados por un grupo de disidentes del Epl, cometieron una masacre en el barrio La Chinita de Apartadó, donde asesinaron a 35 personas. Algunas víctimas, conocidas como ‘Esperanzados’, militaban en Esperanza, Paz y Libertad. A partir de ahí, cuando la guerrilla cometía una masacre en una finca bananera de influencia política de los ‘Esperanzados’, las autodefensas respondían con otra en un predio de influencia de las Farc. Así se perpetraron matanzas como las de El Aracatazo, Los Kunas y Bajo del Oso durante el siguiente año. </p>
",Comandos Populares,1994,p_blue
Comandos Populares,01/01/1995,"8.101347, -76.718757","<p>Entre agosto y septiembre de 1995 ocurrió uno de los episodios más violentos del conflicto armado en Urabá: una sangrienta saga de crímenes de la guerra entre, por un lado, las Farc junto a una disidencia del Epl que no se desmovilizó, y por el otro, los Comandos Populares respaldados por los paramilitares del Bloque Bananero de los hermanos Castaño, creado durante ese año. A lo largo de 39 días, durante el periodo de elecciones a las alcaldías municipales, al menos 67 personas fueron asesinadas en cuatro masacres. </p>


<p>Si bien existen registros de que los Comandos asesinaron a cuatro pobladores en el municipio de Carepa en julio, son más reconocidos por una que perpetraron en agosto. En compañía de ‘paras’ del Bloque Bananero, el 12 de agosto entraron en la discoteca El Aracatazo en Chigorodó y asesinaron a 18 personas, algunas eran miembros del sindicato Sintrainagro y del Partido Comunista. </p>


<p>Carlos y Vicente Castaño encontraron en los Comandos Populares la puerta de entrada para reafirmar su presencia en Urabá. En su interés por consolidarse en esta zona, conocida como el Eje Bananero, los Castaño financiaron a los Comandos, pero terminaron por absorberlos y usarlos en marzo de 1995 como base para la creación de las Autodefensas Campesinas de Córdoba y Urabá, Accu. </p>


<p>Aunque los Comandos estuvieron al servicio de los hermanos Castaño, también tuvieron jefes propios, como Rafael Emilio García alias ‘El Viejo’ y Dalson López Simanca alias ‘Mono Pecoso’, quienes eventualmente se unieron a las filas del Bloque Bananero de las Accu junto con sus hombres. Ambos están postulados a la Ley de Justicia y Paz, en la que tienen derecho a una pena de máximo ocho años de prisión en retribución por confesar sus crímenes y reparar a sus víctimas. </p>",Comandos Populares,1995,p_blue
Comandos Populares,01/01/1995,"7.657883, -76.663825","<p>Entre agosto y septiembre de 1995 ocurrió uno de los episodios más violentos del conflicto armado en Urabá: una sangrienta saga de crímenes de la guerra entre, por un lado, las Farc junto a una disidencia del Epl que no se desmovilizó, y por el otro, los Comandos Populares respaldados por los paramilitares del Bloque Bananero de los hermanos Castaño, creado durante ese año. A lo largo de 39 días, durante el periodo de elecciones a las alcaldías municipales, al menos 67 personas fueron asesinadas en cuatro masacres. </p>


<p>Si bien existen registros de que los Comandos asesinaron a cuatro pobladores en el municipio de Carepa en julio, son más reconocidos por una que perpetraron en agosto. En compañía de ‘paras’ del Bloque Bananero, el 12 de agosto entraron en la discoteca El Aracatazo en Chigorodó y asesinaron a 18 personas, algunas eran miembros del sindicato Sintrainagro y del Partido Comunista. </p>


<p>Carlos y Vicente Castaño encontraron en los Comandos Populares la puerta de entrada para reafirmar su presencia en Urabá. En su interés por consolidarse en esta zona, conocida como el Eje Bananero, los Castaño financiaron a los Comandos, pero terminaron por absorberlos y usarlos en marzo de 1995 como base para la creación de las Autodefensas Campesinas de Córdoba y Urabá, Accu. </p>


<p>Aunque los Comandos estuvieron al servicio de los hermanos Castaño, también tuvieron jefes propios, como Rafael Emilio García alias ‘El Viejo’ y Dalson López Simanca alias ‘Mono Pecoso’, quienes eventualmente se unieron a las filas del Bloque Bananero de las Accu junto con sus hombres. Ambos están postulados a la Ley de Justicia y Paz, en la que tienen derecho a una pena de máximo ocho años de prisión en retribución por confesar sus crímenes y reparar a sus víctimas. </p>",Comandos Populares,1995,p_blue
Masetos,01/01/1982,"3.433096, -76.582926","<p>A comienzos de los años ochenta se comenzaron a usar los nombres ‘Masetos’ y ‘Mas’ para referirse a diferentes grupos paramilitares que persiguieron guerrilleros y movimientos políticos de izquierda en Colombia. El origen del término viene de ‘Muerte A Secuestradores’, ‘Mas’, una organización criminal que conformaron narcotraficantes y algunos militares para combatir a las guerrillas tras el secuestro de Martha Nieves Ochoa a manos del M-19 en noviembre de 1981. Ochoa era la hermana del capo del Cartel de Medellín y socio de Pablo Escobar, Jorge Luis Ochoa Vásquez. A pesar de que fue liberada y ‘Muerte A Secuestradores’ se disolvió pocos meses después de su creación, los grupos ‘paras’ auspiciados por narcotraficantes siguieron siendo llamados ‘Masetos’ en varias regiones. </p>


<p>Citando el libro Cocaine Politics, la periodista María Teresa Ronderos escribió en su libro Guerras Recicladas que Santiago Ocampo, entonces jefe del Cartel de Cali, estaba al mando del ‘Mas’ y fue “el puente entre los carteles y los militares colombianos en su lucha común en contra de los izquierdistas”. La periodista también documentó que Fidel Castaño, quien para ese entonces tenía a su padre secuestrado por las Farc, probablemente contribuyó a la creación del ‘Mas’. Castaño era aliado de la fuerza pública en los municipios del nordeste antioqueño Segovia y Remedios, donde sus hombres desataron una sangrienta serie de masacres entre 1982 y 1983. La prensa de la época registró una masacre de ocho campesinos firmada por el ‘Mas’ el 30 julio de 1982 en Puerto Berrío, municipio del Magdalena Medio antioqueño cercano a Segovia y a Remedios. </p>
",Masetos,1982,m_blue
Masetos,01/01/1982,"6.527602, -74.439357","<p>A comienzos de los años ochenta se comenzaron a usar los nombres ‘Masetos’ y ‘Mas’ para referirse a diferentes grupos paramilitares que persiguieron guerrilleros y movimientos políticos de izquierda en Colombia. El origen del término viene de ‘Muerte A Secuestradores’, ‘Mas’, una organización criminal que conformaron narcotraficantes y algunos militares para combatir a las guerrillas tras el secuestro de Martha Nieves Ochoa a manos del M-19 en noviembre de 1981. Ochoa era la hermana del capo del Cartel de Medellín y socio de Pablo Escobar, Jorge Luis Ochoa Vásquez. A pesar de que fue liberada y ‘Muerte A Secuestradores’ se disolvió pocos meses después de su creación, los grupos ‘paras’ auspiciados por narcotraficantes siguieron siendo llamados ‘Masetos’ en varias regiones. </p>


<p>Citando el libro Cocaine Politics, la periodista María Teresa Ronderos escribió en su libro Guerras Recicladas que Santiago Ocampo, entonces jefe del Cartel de Cali, estaba al mando del ‘Mas’ y fue “el puente entre los carteles y los militares colombianos en su lucha común en contra de los izquierdistas”. La periodista también documentó que Fidel Castaño, quien para ese entonces tenía a su padre secuestrado por las Farc, probablemente contribuyó a la creación del ‘Mas’. Castaño era aliado de la fuerza pública en los municipios del nordeste antioqueño Segovia y Remedios, donde sus hombres desataron una sangrienta serie de masacres entre 1982 y 1983. La prensa de la época registró una masacre de ocho campesinos firmada por el ‘Mas’ el 30 julio de 1982 en Puerto Berrío, municipio del Magdalena Medio antioqueño cercano a Segovia y a Remedios. </p>
",Masetos,1982,m_blue
Masetos,01/01/1982,"6.241371, -75.633131","<p>A comienzos de los años ochenta se comenzaron a usar los nombres ‘Masetos’ y ‘Mas’ para referirse a diferentes grupos paramilitares que persiguieron guerrilleros y movimientos políticos de izquierda en Colombia. El origen del término viene de ‘Muerte A Secuestradores’, ‘Mas’, una organización criminal que conformaron narcotraficantes y algunos militares para combatir a las guerrillas tras el secuestro de Martha Nieves Ochoa a manos del M-19 en noviembre de 1981. Ochoa era la hermana del capo del Cartel de Medellín y socio de Pablo Escobar, Jorge Luis Ochoa Vásquez. A pesar de que fue liberada y ‘Muerte A Secuestradores’ se disolvió pocos meses después de su creación, los grupos ‘paras’ auspiciados por narcotraficantes siguieron siendo llamados ‘Masetos’ en varias regiones. </p>


<p>Citando el libro Cocaine Politics, la periodista María Teresa Ronderos escribió en su libro Guerras Recicladas que Santiago Ocampo, entonces jefe del Cartel de Cali, estaba al mando del ‘Mas’ y fue “el puente entre los carteles y los militares colombianos en su lucha común en contra de los izquierdistas”. La periodista también documentó que Fidel Castaño, quien para ese entonces tenía a su padre secuestrado por las Farc, probablemente contribuyó a la creación del ‘Mas’. Castaño era aliado de la fuerza pública en los municipios del nordeste antioqueño Segovia y Remedios, donde sus hombres desataron una sangrienta serie de masacres entre 1982 y 1983. La prensa de la época registró una masacre de ocho campesinos firmada por el ‘Mas’ el 30 julio de 1982 en Puerto Berrío, municipio del Magdalena Medio antioqueño cercano a Segovia y a Remedios. </p>
",Masetos,1982,m_blue
Masetos,01/01/1983,"6.527602, -74.439357","<p>En el libro Guerras Recicladas, la periodista María Teresa Ronderos citó un reporte de inteligencia del Ejército de Estados Unidos, de enero de 1983, en el que tres supuestos miembros del ‘Mas’ dijeron “que habían sido entrenados, preparados y armados por el Ejército para eliminar a los líderes de las guerrillas de izquierda en Colombia”. El informe también señala que el ‘Mas’ se atribuyó al menos 100 muertos ese año. </p>


<p>Durante 1983, el entonces procurador general Carlos Jiménez Gómez, por orden del expresidente Belisario Betancur, investigó al ‘Mas’ que delinquía en el Magdalena Medio y otras regiones del país. Jiménez encontró que había 163 personas sospechosas de tener vínculos con la organización criminal; 59 eran militares. Para ese momento, por ejemplo, el Mayor Oscar Echandía cooperaba para la conformación de las Autodefensas de Puerto Boyacá, y el Mayor Alejandro Álvarez Henao hacía lo mismo con los paramilitares de Fidel Castaño. </p>


<p>Los reportes de violencia del ‘Mas’ contra líderes políticos y sociales hicieron especial referencia a masivas desapariciones forzadas. La periodista Ronderos escribió en dicho libro que ‘Ese MAS originario, según lo estableció la misma Procuraduría, mutó de ser una ofensiva de los narcos contra las guerrillas que secuestraban, a convertirse en una sigla conveniente bajo la cual se mató indistintamente, según coincidieran los intereses de ganaderos, narcotraficantes, militares, y, en algunos casos, de políticos tradicionales. Y muy probablemente Fidel Castaño estuvo en los dos MAS”. </p>",Masetos,1983,m_blue
Masetos,01/01/1984,"6.527602, -74.439357","<p>Para 1984, dos años después de que el grupo originalmente llamado Muerte A Secuestradores se disolviera, ‘Maseto’ ya era un nombre común para cualquier paramilitar. ‘Masetos’ o ‘Mas’ se convirtieron en nombres fachada que sirvieron tanto a militares como a paramilitares para matar a quienes señalaban como comunistas o colaboradores de las guerrillas en el Magdalena Medio, los Llanos Orientales y otros lugares del país. </p>

<p>La periodista María Teresa Ronderos documentó en el libro Guerras Recicladas que la gente ya estaba señalando a los ‘Masetos’ como los autores de asesinatos y desapariciones de líderes políticos y sociales desde principios de la década de los ochenta, incluso antes de que las autodefensas de Gonzalo y Henry Pérez fueran conocidas fuera de Puerto Boyacá. Esto se dio porque, según ella, “los comprometidos con el MAS que compraron fincas en el Magdalena Medio trajeron sus propios ejércitos privados, y por el sello originario antisubversivo con el que los habían creado, los llamaron ‘masetos’”. </p>


<p>Para la época surgieron varios grupos de autodefensa en diferentes lugares del país. Algunos comenzaron como informantes del Ejército, otros no, pero todos terminaron aterrorizaron a la población civil para que no cooperaran con las guerrillas de las Farc y el Eln. En un principio utilizaron nombres como ‘Los Escopeteros’, ‘Los Grillos’, ‘Los Tiznados’, ‘Los Justicieros del Mal’ y ‘Alpha 82’, pero más adelante, para mediados de los años ochenta, ya hacían parte de las Autodefensas de Puerto Boyacá y continuaban actuando bajo el nombre genérico ‘Masetos’. </p>
",Masetos,1984,m_blue
Masetos,01/01/1984,"5.834127, -74.830865","<p>Para 1984, dos años después de que el grupo originalmente llamado Muerte A Secuestradores se disolviera, ‘Maseto’ ya era un nombre común para cualquier paramilitar. ‘Masetos’ o ‘Mas’ se convirtieron en nombres fachada que sirvieron tanto a militares como a paramilitares para matar a quienes señalaban como comunistas o colaboradores de las guerrillas en el Magdalena Medio, los Llanos Orientales y otros lugares del país. </p>


<p>La periodista María Teresa Ronderos documentó en el libro Guerras Recicladas que la gente ya estaba señalando a los ‘Masetos’ como los autores de asesinatos y desapariciones de líderes políticos y sociales desde principios de la década de los ochenta, incluso antes de que las autodefensas de Gonzalo y Henry Pérez fueran conocidas fuera de Puerto Boyacá. Esto se dio porque, según ella, “los comprometidos con el MAS que compraron fincas en el Magdalena Medio trajeron sus propios ejércitos privados, y por el sello originario antisubversivo con el que los habían creado, los llamaron ‘masetos’”. </p>


<p>Para la época surgieron varios grupos de autodefensa en diferentes lugares del país. Algunos comenzaron como informantes del Ejército, otros no, pero todos terminaron aterrorizaron a la población civil para que no cooperaran con las guerrillas de las Farc y el Eln. En un principio utilizaron nombres como ‘Los Escopeteros’, ‘Los Grillos’, ‘Los Tiznados’, ‘Los Justicieros del Mal’ y ‘Alpha 82’, pero más adelante, para mediados de los años ochenta, ya hacían parte de las Autodefensas de Puerto Boyacá y continuaban actuando bajo el nombre genérico ‘Masetos’. </p>
",Masetos,1984,m_blue
Masetos,01/01/1984,"5.264885, -74.211307","<p>Para 1984, dos años después de que el grupo originalmente llamado Muerte A Secuestradores se disolviera, ‘Maseto’ ya era un nombre común para cualquier paramilitar. ‘Masetos’ o ‘Mas’ se convirtieron en nombres fachada que sirvieron tanto a militares como a paramilitares para matar a quienes señalaban como comunistas o colaboradores de las guerrillas en el Magdalena Medio, los Llanos Orientales y otros lugares del país. </p>


<p>La periodista María Teresa Ronderos documentó en el libro Guerras Recicladas que la gente ya estaba señalando a los ‘Masetos’ como los autores de asesinatos y desapariciones de líderes políticos y sociales desde principios de la década de los ochenta, incluso antes de que las autodefensas de Gonzalo y Henry Pérez fueran conocidas fuera de Puerto Boyacá. Esto se dio porque, según ella, “los comprometidos con el MAS que compraron fincas en el Magdalena Medio trajeron sus propios ejércitos privados, y por el sello originario antisubversivo con el que los habían creado, los llamaron ‘masetos’”. </p>


<p>Para la época surgieron varios grupos de autodefensa en diferentes lugares del país. Algunos comenzaron como informantes del Ejército, otros no, pero todos terminaron aterrorizaron a la población civil para que no cooperaran con las guerrillas de las Farc y el Eln. En un principio utilizaron nombres como ‘Los Escopeteros’, ‘Los Grillos’, ‘Los Tiznados’, ‘Los Justicieros del Mal’ y ‘Alpha 82’, pero más adelante, para mediados de los años ochenta, ya hacían parte de las Autodefensas de Puerto Boyacá y continuaban actuando bajo el nombre genérico ‘Masetos’. </p>
",Masetos,1984,m_blue
Masetos,01/01/1985,"6.527602, -74.439357","<p>A mediados de los años ochenta, la palabra ‘Masetos’ comenzó a escucharse con regularidad en los Llanos Orientales y en el Magdalena Medio santandereano. </p>


<p>El ex jefe paramilitar José Baldomero Linares, alias ‘Guillermo Torres’, montó un grupo de autodefensa en las intermediaciones entre el Meta y Vichada, con armas que le había enviado Henry Pérez, el entonces jefe de las Autodefensas de Puerto Boyacá que estaba abriendo bases paramilitares por todo el país. Los hombres de Baldomero Linares fueron conocidos como ‘Los Carranceros’, por su cercanía con Víctor Carranza, el principal empresario de esmeraldas de las últimas décadas, hoy fallecido. </p>


<p>No hacía mucho tiempo que Carranza, junto a otros esmeralderos y narcotraficantes, habían comprado grandes extensiones de tierra en la zona. Los nuevos terratenientes copiaron ‘el modelo’ de los Perez en Puerto Boyacá y convirtieron a sus escoltas en grupos paramilitares, como el caso de las Autodefensas de San Martín, que delinquieron bajo las órdenes de Manuel de Jesús Pirabán, alias ‘Pirata’.  Estas estructuras delinquieron con libertad en toda la región, asesinaron a un gran número de militantes de la Unión Patriótica y comenzaron a ser conocidas como ‘Masetos’. </p>


<p>El modelo también llegó a Santander, específicamente en el Magdalena Medio. Paramilitares enviados desde Puerto Boyacá, ubicados también en esta región, llegaron a lugares como Barrancabermeja, donde el Eln tenía influencia en varios barrios, para asesinar a líderes y simpatizantes de izquierda. Desde los años veinte habían convergido varios movimientos sociales, políticos y sindicales alrededor de la refinería de petróleo de Ecopetrol, que se convirtieron en un objetivo de los ‘paras’. </p>


<p>En el libro Guerras Recicladas, la periodista María Teresa Ronderos documentó que una de las bases paramilitares que se montaron en Santander fue la llamada ‘Frente Gavilanes’, que delinquió bajo el mando de Alonso de Jesús Baquero, alias ‘El Negro Vladimir’. Ronderos hizo referencia al artículo “Vladimir se confiesa”, de la Revista Semana (1997), en el que este exparamilitar, responsable de múltiples masacres, le dijo a la revista que él perseguía y asesinaba aliados de la guerrilla para el Ejército, como miembro del ‘Mas’, “pero cuando las masacres de los ‘masetos’ empezaron a escandalizar el país, el propio General Yanine Díaz le dijo que se fuera al grupo de Henry Pérez como instructor”, documentó la periodista. </p>
",Masetos,1985,m_blue
Masetos,01/01/1985,"5.834127, -74.830865","<p>A mediados de los años ochenta, la palabra ‘Masetos’ comenzó a escucharse con regularidad en los Llanos Orientales y en el Magdalena Medio santandereano. </p>


<p>El ex jefe paramilitar José Baldomero Linares, alias ‘Guillermo Torres’, montó un grupo de autodefensa en las intermediaciones entre el Meta y Vichada, con armas que le había enviado Henry Pérez, el entonces jefe de las Autodefensas de Puerto Boyacá que estaba abriendo bases paramilitares por todo el país. Los hombres de Baldomero Linares fueron conocidos como ‘Los Carranceros’, por su cercanía con Víctor Carranza, el principal empresario de esmeraldas de las últimas décadas, hoy fallecido. </p>


<p>No hacía mucho tiempo que Carranza, junto a otros esmeralderos y narcotraficantes, habían comprado grandes extensiones de tierra en la zona. Los nuevos terratenientes copiaron ‘el modelo’ de los Perez en Puerto Boyacá y convirtieron a sus escoltas en grupos paramilitares, como el caso de las Autodefensas de San Martín, que delinquieron bajo las órdenes de Manuel de Jesús Pirabán, alias ‘Pirata’.  Estas estructuras delinquieron con libertad en toda la región, asesinaron a un gran número de militantes de la Unión Patriótica y comenzaron a ser conocidas como ‘Masetos’. </p>


<p>El modelo también llegó a Santander, específicamente en el Magdalena Medio. Paramilitares enviados desde Puerto Boyacá, ubicados también en esta región, llegaron a lugares como Barrancabermeja, donde el Eln tenía influencia en varios barrios, para asesinar a líderes y simpatizantes de izquierda. Desde los años veinte habían convergido varios movimientos sociales, políticos y sindicales alrededor de la refinería de petróleo de Ecopetrol, que se convirtieron en un objetivo de los ‘paras’. </p>


<p>En el libro Guerras Recicladas, la periodista María Teresa Ronderos documentó que una de las bases paramilitares que se montaron en Santander fue la llamada ‘Frente Gavilanes’, que delinquió bajo el mando de Alonso de Jesús Baquero, alias ‘El Negro Vladimir’. Ronderos hizo referencia al artículo “Vladimir se confiesa”, de la Revista Semana (1997), en el que este exparamilitar, responsable de múltiples masacres, le dijo a la revista que él perseguía y asesinaba aliados de la guerrilla para el Ejército, como miembro del ‘Mas’, “pero cuando las masacres de los ‘masetos’ empezaron a escandalizar el país, el propio General Yanine Díaz le dijo que se fuera al grupo de Henry Pérez como instructor”, documentó la periodista. </p>
",Masetos,1985,m_blue
Masetos,01/01/1985,"5.264885, -74.211307","<p>A mediados de los años ochenta, la palabra ‘Masetos’ comenzó a escucharse con regularidad en los Llanos Orientales y en el Magdalena Medio santandereano. </p>


<p>El ex jefe paramilitar José Baldomero Linares, alias ‘Guillermo Torres’, montó un grupo de autodefensa en las intermediaciones entre el Meta y Vichada, con armas que le había enviado Henry Pérez, el entonces jefe de las Autodefensas de Puerto Boyacá que estaba abriendo bases paramilitares por todo el país. Los hombres de Baldomero Linares fueron conocidos como ‘Los Carranceros’, por su cercanía con Víctor Carranza, el principal empresario de esmeraldas de las últimas décadas, hoy fallecido. </p>


<p>No hacía mucho tiempo que Carranza, junto a otros esmeralderos y narcotraficantes, habían comprado grandes extensiones de tierra en la zona. Los nuevos terratenientes copiaron ‘el modelo’ de los Perez en Puerto Boyacá y convirtieron a sus escoltas en grupos paramilitares, como el caso de las Autodefensas de San Martín, que delinquieron bajo las órdenes de Manuel de Jesús Pirabán, alias ‘Pirata’.  Estas estructuras delinquieron con libertad en toda la región, asesinaron a un gran número de militantes de la Unión Patriótica y comenzaron a ser conocidas como ‘Masetos’. </p>


<p>El modelo también llegó a Santander, específicamente en el Magdalena Medio. Paramilitares enviados desde Puerto Boyacá, ubicados también en esta región, llegaron a lugares como Barrancabermeja, donde el Eln tenía influencia en varios barrios, para asesinar a líderes y simpatizantes de izquierda. Desde los años veinte habían convergido varios movimientos sociales, políticos y sindicales alrededor de la refinería de petróleo de Ecopetrol, que se convirtieron en un objetivo de los ‘paras’. </p>


<p>En el libro Guerras Recicladas, la periodista María Teresa Ronderos documentó que una de las bases paramilitares que se montaron en Santander fue la llamada ‘Frente Gavilanes’, que delinquió bajo el mando de Alonso de Jesús Baquero, alias ‘El Negro Vladimir’. Ronderos hizo referencia al artículo “Vladimir se confiesa”, de la Revista Semana (1997), en el que este exparamilitar, responsable de múltiples masacres, le dijo a la revista que él perseguía y asesinaba aliados de la guerrilla para el Ejército, como miembro del ‘Mas’, “pero cuando las masacres de los ‘masetos’ empezaron a escandalizar el país, el propio General Yanine Díaz le dijo que se fuera al grupo de Henry Pérez como instructor”, documentó la periodista. </p>
",Masetos,1985,m_blue
